Run!	Lari!
I'll call you when dinner's ready.	Aku akan memanggilmu saat makan malamnya sudah siap.
I'm so happy to be done with that.	Aku sangat senang masalahnya sudah selesai.
I'm sorry, but I'm busy right now.	Maaf, tapi saya sibuk saat ini.
I've been looking forward to this.	Aku sudah lama menantikan hal ini.
I've got to go to church tomorrow.	Aku harus pergi ke gereja besok.
I've known her since I was little.	Saya sudah mengenalnya sejak kecil
If you help me, I'll try it again.	Jika kamu membantu saya, saya akan mencoba lagi.
In the meantime, she began to cry.	Sementara itu, dia mulai menangis.
It has been raining since Tuesday.	Hujan terus-menerus turun sejak hari Selasa.
It never pays to lose your temper.	Marah tidak memberikan manfaat apa-apa.
It's natural for him to get angry.	Wajar saja kalau dia marah.
Italy is a very beautiful country.	Italy adalah negara yang paling indah.
Keep your room as neat as you can.	Jagalah kamarmu agar tetap bersih dan rapi.
Kyoto is visited by many tourists.	Kyoto dikunjungi oleh banyak turis.
Let's wait until it stops raining.	Mari kita menunggu hingga hujannya berhenti.
Make sure you don't hurt yourself.	Pastikan kamu tidak melukai dirimu sendiri.
Many students have part-time jobs.	Banyak siswa melakukan kerja sambilan.
Mary isn't the right girl for you.	Mary bukan gadis yang tepat untukmu.
Nobody pays much attention to Tom.	Tidak ada orang yang cukup memperhatikan Tom.
One is red and the other is white.	Yang satu merah dan yang lainnya putih.
Photography is an expensive hobby.	Fotografi merupakan hobi yang mahal.
Please drop me off at the station.	Tolong turunkan saya di stasiun.
Please give me something to drink.	Tolong berikan saya sesuatu untuk diminum.
Please help yourself to the fruit.	Silakan dinikmati buahnya.
She is as beautiful as her mother.	dia secantik ibunya
She is unable to cope with stress.	Dia tidak mampu mengatasi stres.
She taught music for thirty years.	Dia telah mengajar musik selama 30 tahun.
She visited her husband in prison.	Dia mengunjungi suaminya yang dipenjarakan.
Shine your shoes before going out.	Semir sepatumu sebelum pergi ke luar.
Smoking is forbidden in this area.	Dilarang merokok di area ini.
So, what do we do in the meantime?	Jadi, apa yang akan kita lakukan selagi menunggu?
Someone told me Tom left his wife.	Seseorang memberitahuku kalau Tom meninggalkan istrinya.
Sometimes I go, sometimes I don't.	Kadang aku pergi, kadang tidak.
Take your hand out of your pocket.	Keluarkan tanganmu dari sakumu.
That hat looks really good on Tom.	Topi itu terlihat bagus dipakai oleh Tom.
That sounds like a very good deal.	Kedengarannya sangat bagus.
That's it. I've done all I can do.	Oke cukup. Aku sudah melakukan semua yang aku bisa.
The accident caused a traffic jam.	Kecelakaan itu mengakibatkan kemacetan.
The arrow indicates the way to go.	Arah panah menunjukkan jalan yang harus dihalui.
The defeat completely crushed him.	Kekalahan itu sangat menghancurkan dia.
The desk seems small in this room.	Meja itu terlihat kecil di ruangan ini.
The meeting will be held tomorrow.	Rapatnya akan dilaksanakan besok.
The money on the desk is not mine.	Uang yang ada di atas meja bukan milikku.
The question is what do we do now.	Pertanyaannya adalah apa yang akan kita lakukan sekarang.
The rain lasted through the night.	Hujannya bertahan selama semalam penuh.
The same thing happens every year.	Hal yang sama terjadi setiap tahun.
The sky is clear almost every day.	Langitnya hampir setiap hari cerah.
There are no roses without thorns.	Tidak ada mawar yang tidak berduri.
There are ten people in this room.	Ada sepuluh orang di ruangan ini.
There is no easy road to learning.	Tidak ada jalan yang mudah untuk belajar.
There were few people in the park.	Hanya ada sedikit orang di taman.
There were no roses in the garden.	Tidak ada bunga mawar di taman.
They are frantically backpedaling.	Mereka mengayuh mundur sepedanya dengan panik.
They speak English in New Zealand.	Mereka berbicara dalam bahasa Inggris di Selandia Baru.
They're attempting to contact her.	Mereka mencoba untuk menghubunginya.
This house is full of spider webs.	Rumah ini penuh dengan sarang laba-laba.
This old book is worth 50,000 yen.	Buku tua ini bernilai 50.000 yen.
This problem deserves considering.	Masalah ini layak dipertimbangkan.
This river runs into Lake Ontario.	Sungai ini mengalir ke Danau Ontario
Those are nice gloves you have on.	Sarung tanganmu bagus ya.
Tom and Mary did what they had to.	Tom dan Mary melakukan apa yang harus mereka lakukan.
Tom asked Mary to lower her voice.	Tom meminta Mary untuk memelankan suaranya
Tom borrowed some money from Mary.	Tom meminjam sedikit uang dari Mary.
Tom can't have done it by himself.	Tom tidak mungkin melakukannya seorang diri.
Tom could do nothing to help Mary.	Tom tidak dapat melakukan apapun untuk menolong Mary.
Tom decided to ignore the problem.	Tom memutuskan untuk mengabaikan permasalahannya.
Tom didn't talk to Mary all night.	Tom tidak mengajak bicara Mary selama semalaman.
Tom eats more ice cream than I do.	Tom memakan lebih banyak es krim daripada aku.
Tom gave Mary a box of chocolates.	Tom memberi Mary sekotak coklat.
Tom goes for a walk every morning.	Tom pergi jalan-jalan setiap pagi.
Tom has arrived in Boston already.	Tom sudah sampai di Boston.
Tom has offered to walk Mary home.	Tom menawarkan Mary untuk mengantarkannya pulang.
Tom is playing catch with his son.	Tom bermain lempar-lemparan dengan anak laki-lakinya.
Tom is quite successful, isn't he?	Tom lumayan berhasil, ya?
Tom is ugly, but he's really nice.	Tom jelek, tapi ia sangat baik.
Tom just looked down at the floor.	Tom hanya melihat ke arah lantai.
Tom likes to make paper airplanes.	Tom suka membuat pesawat kertas.
Tom locked himself in his bedroom.	Tom mengunci dirinya dalam kamar.
Tom looks a bit tired, doesn't he?	Bukankah Tom terlihat sedikit lelah?
Tom made an excuse for being late.	Tom membuat alasan atas keterlambatannya.
Tom narrowly escaped being killed.	Tom hampir saja terbunuh.
Tom needs all the help he can get.	Tom sangat membutuhkan bantuan.
Tom needs to change his lifestyle.	Tom perlu mengubah gaya hidupnya.
Tom now knows Mary wasn't kidding.	Tom sekarang menyadari Mary tidak sedang bercanda.
Tom once owned this piece of land.	Tom pernah memiliki sekompleks tanah ini.
Tom pretended not to be listening.	Tom berlaku seolah-olah tidak mendengarkan.
Tom realized it was time to leave.	Tom menyadari sekarang adalah waktu untuk pergi.
Tom really likes basketball a lot.	Tom sangat menyukai bermain basket.
Tom sat down and crossed his legs.	Tom duduk dan menyilangkan kakinya.
Tom should've kept his mouth shut.	Tom seharusnya menutup mulutnya rapat.
Tom slowly looked around the room.	Tom melihat sekitar ruangan secara perlahan.
Tom started to descend the stairs.	Tom mulai menuruni tangganya.
Tom visited Australia last summer.	Tom mengunjungi Australia musim panas kemarin.
Tom wants to be popular at school.	Tom ingin menjadi terkenal di sekolah.
Tom wants us to improve ourselves.	Tom ingin kita untuk memperbaiki diri kita.
Tom works every day except Sunday.	Tom bekerja setiap hari kecuali hari minggu.
Tom, I want to show you something.	Tom, aku ingin menunjukkan sesuatu.
Vigorous exercise makes you sweat.	Latihan yang semanga membuatmu berkeringat.
What do you usually do on Sundays?	Apa yang biasa kamu lakukan pada hari Minggu?
What made you decide to come here?	Apa yang membuatmu memutuskan untuk datang kemari?
When was the last time you danced?	Kapan terakhir kali kamu menari?
Which flower do you like the most?	Bunga apa yang paling kamu sukai?
Which train are you going to take?	Kereta mana yang akan kamu naiki?
Which train are you going to take?	Kereta mana yang akan Anda naiki?
Would you like something to drink?	Apakah kamu mau minuman?
Would you like to take in a movie?	Film apa yang ingin kamu tonton?
You didn't sign all the documents.	Kamu tidak menandatangani semua dokumennya
You have no idea who I am, do you?	Kamu tidak tahu siapa aku, kan?
You may choose whichever you want.	Kamu boleh pilih apapun yang kamu suka.
You might want to wait over there.	Mungkin lebih baik kau menunggu di sebelah sana.
You shouldn't tell Tom everything.	Kau tidak perlu memberi tahu Tom segalanya.
You'd better take care of it soon.	Sebaiknya kamu segera mengurusnya.
You're the prettiest girl in town.	Kau adalah gadis tercantik di kota.
You've got a great sense of humor.	Kau punya selera humor yang bagus.
A cat appeared from under the desk.	Seekor kucing muncul dari kolong meja.
A cat came out from under the desk.	Seekor kucing keluar dari kolong meja.
Are we allowed to use the elevator?	Apakah kita diperbolehkan menggunakan lift?
Are you feeling all right now, Tom?	Apakah kamu baik-baik saja, Tom?
Compass needles point to the north.	Jarum kompas menunjuk ke utara.
Could you call again later, please?	Bisakah kau menelepon lagi nanti?
Did you make this doll by yourself?	Apakah kamu membuat sendiri boneka ini?
Do you know what the difference is?	Apakah Anda tahu perbedaannya?
Do you want to play tennis with us?	Kamu mau main tenis bersama kami?
Does Tom know what to do with this?	Apakah Tom mengetahui apa yang harus dilakukan dengan ini?
Don't be afraid of making mistakes.	Jangan takut membuat kesalahan.
Don't just eat fish. Eat meat, too.	Jangan hanya makan ikan, makan daging juga.
Don't you think that's a bit weird?	Bukankah itu agak aneh?
Every time they meet, they quarrel.	Setiap kali bertemu, mereka bertengkar.
Have you eaten your dinner already?	Apa kau sudah menghabiskan makan malammu?
He can't even float let alone swim.	Dia tidak bisa mengapung, apalagi berenang.
He is afraid to fly in an airplane.	Dia takut terbang dengan pesawat.
He is tired of watching television.	Dia lelah menonton televisi.
He made all of the clothes himself.	Semua bajunya dibuat oleh dia sendiri.
He shook hands with her and smiled.	Dia berjabat tangan dengannya dan tersenyum.
He was brave in the face of danger.	Dia begitu berani di hadapan mara bahaya.
He was forced to sign the document.	Dia dipaksa untuk menandatangani dokumen.
He was very good at playing tennis.	Dia dulu sangat pandai bermain tenis.
Her behavior is my primary concern.	Perilakunya adalah perhatian utamaku.
Her husband is now living in Tokyo.	Suaminya tinggal di Tokyo sekarang.
Honesty is no guarantee of success.	Kejujuran bukan jaminan sukses.
How long were you and Tom together?	Berapa lama kamu dan Tom bersama?
How much do you charge by the hour?	Berapa besar Anda mematok biaya per jamnya?
How much is the most expensive car?	Berapa harga mobil paling mahal?
How much is the rent for this room?	Berapa biaya sewa untuk ruangan ini?
I am afraid that he might get hurt.	Saya kuatir, mungkin dia mendapatkan luka.
I am going to go to Tokyo tomorrow.	Aku akan pergi ke Tokyo besok.
I can't put up with him any longer.	Aku sudah tidak tahan dengannya.
I don't expect you to be my friend.	Aku tidak menyangka kalau kamu menjadi temanku.
I don't have any problem with that.	Saya tidak keberatan dengan itu.
I don't really approve of gambling.	Aku tidak begitu setuju dengan perjudian.
I don't see what's wrong with that.	Aku tidak tahu apa yang salah dengan itu.
I don't think I've seen you before.	Aku pikir aku belum pernah bertemu denganmu sebelumnya.
I don't want pizza. I'm not hungry.	Aku tidak menginginkan piza. Aku tidak sedang lapar.
I don't want to show it to Tom yet.	Aku masih belum mau menunjukkannya kepada Tom.
I eat dinner at quarter past seven.	Saya makan malam pada pukul tujuh lewat lima belas menit.
I have two brothers and one sister.	Aku punya dua saudara laki-laki dan satu saudara perempuan.
I haven't done this in a long time.	Aku sudah lama tidak melakukan ini.
I haven't received any email today.	Hari ini, saya belum mendapat e-mail apapun.
I heard an awesome story yesterday.	Aku mendengar cerita yang mengagumkan kemarin.
I know what that piece of paper is.	Aku tahu kertas apa itu.
I love hanging out with my friends.	Aku suka pergi berkumpul dengan teman-temanku.
I never wanted to compete with you.	Aku tidak pernah ingin bersaing denganmu.
I stayed indoors because it rained.	Aku tetap berada di dalam karena hujan sedang turun.
I still don't remember calling you.	Aku masih tidak ingat kalau aku memanggilmu.
I thought Tom had gotten over Mary.	Aku pikir Tom sudah lelah mengejar Mary.
I told Tom I could do it by myself.	Aku memberitahu Tom kalau aku bisa melakukannya sendiri.
I want to leave this place quickly.	Aku ingin cepat meninggalkan tempat ini.
I wasn't married when we first met.	Aku masih belum menikah saat pertama kali kita bertemu.
I'd like you to keep this a secret.	Aku ingin kau menyembunyikan hal ini.
I'm getting sick and tired of this.	Aku mulai muak dan lelah dengan hal ini.
I'm not as healthy as I used to be.	Aku tidak sesehat dulu.
I'm not sure what else I should do.	Aku tidak yakin apa lagi yang harus aku lakukan.
I'm probably going to be busy soon.	Aku mungkin akan sibuk sebentar lagi.
I'm sick of conferences these days.	Akhir-akhir ini aku bosan dengan rapat.
I'm sorry I didn't call last night.	Maaf aku tidak meneleponmu semalam.
I'm still trying to get used to it.	Aku masih berusaha membiasakan diri.
I'm the one who stole the painting.	Akulah yang mencuri lukisan itu.
I'm tied up with this job recently.	Aku sangat sibuk dengan pekerjaan ini akhir-akhir ini.
I've finished watering the flowers.	Aku sudah selesai menyirami bunga-bunganya.
I've got two brothers and a sister.	Aku punya dua saudara laki-laki dan satu saudara perempuan.
I've never seen you look so scared.	Aku belum pernah melihatmu terlihat sangat ketakutan.
I've waited for this my whole life.	Aku sudah menunggu hal ini seumur hidupku.
If Tom were older, he'd understand.	Jika Tom lebih dewasa, dia akan mengerti.
Is there anything I can do for you?	Apakah ada sesuatu yang bisa saya lakukan untuk Anda?
It is a pity that he died so young.	Sayang sekali dia meninggal di usia yang sangat muda.
It's a pity that you can't join us.	Sangat disayangkan Anda tidak dapat bergabung dengan kami.
It's a pity that you couldn't come.	Sayang sekali kamu tidak bisa datang.
It's not like you to cry at movies.	Ini tidak seperti kamu menangis di bioskop.
